Index;P_el;Q_Heiz;Q_WW;Q_gesamt
60;598.35;8290.21;0.00;8290.21
61;454.83;8193.33;0.00;8193.33
62;458.39;8235.28;0.00;8235.28
63;459.67;8277.24;0.00;8277.24
64;626.66;8319.20;0.00;8319.20
65;469.12;8361.15;0.00;8361.15
66;459.19;8600.44;0.00;8600.44
67;466.28;8839.73;0.00;8839.73
68;468.14;9079.03;0.00;9079.03
69;606.10;9318.32;0.00;9318.32
70;470.93;9381.94;0.00;9381.94
71;469.86;9445.55;0.00;9445.55
72;454.40;9509.17;0.00;9509.17
73;2546.35;9572.79;0.00;9572.79
74;528.14;9425.17;0.00;9425.17
75;809.57;9277.54;0.00;9277.54
76;3912.18;9129.92;0.00;9129.92
77;4081.64;8982.29;0.00;8982.29
78;4080.29;8840.44;0.00;8840.44
79;734.80;8698.59;0.00;8698.59
80;500.75;8556.74;0.00;8556.74
81;561.40;8414.90;0.00;8414.90
82;657.38;8292.90;0.00;8292.90
83;587.00;8170.91;0.00;8170.91
84;601.04;8048.91;0.00;8048.91
85;929.30;7926.91;0.00;7926.91
86;601.58;7936.95;0.00;7936.95
87;599.08;7946.99;0.00;7946.99
88;885.07;7957.03;0.00;7957.03
89;994.86;7967.07;0.00;7967.07
90;838.70;7902.65;0.00;7902.65
91;822.97;7838.22;0.00;7838.22
92;558.82;7773.80;0.00;7773.80
93;554.43;7709.38;0.00;7709.38
94;724.24;7647.52;0.00;7647.52
95;561.31;7585.67;0.00;7585.67
96;552.34;7523.81;0.00;7523.81
97;733.13;7461.95;0.00;7461.95
98;558.43;7517.92;0.00;7517.92
99;555.39;7573.89;0.00;7573.89
100;742.79;7629.86;0.00;7629.86
101;518.69;7685.82;0.00;7685.82
102;334.56;7712.46;0.00;7712.46
103;351.00;7739.10;0.00;7739.10
104;506.39;7765.73;0.00;7765.73
105;335.34;7792.37;0.00;7792.37
106;346.53;7829.32;0.00;7829.32
107;126.05;7866.26;0.00;7866.26
108;196.33;7903.20;0.00;7903.20
109;232.68;7940.15;0.00;7940.15
110;126.19;7963.36;0.00;7963.36
111;126.19;7986.57;0.00;7986.57
112;126.19;8009.79;0.00;8009.79
113;274.93;8033.00;0.00;8033.00
114;126.19;8057.94;0.00;8057.94
115;126.19;8082.87;0.00;8082.87
116;126.19;8107.81;0.00;8107.81
117;286.79;8132.75;0.00;8132.75
118;126.34;8151.26;0.00;8151.26
119;126.34;8169.78;0.00;8169.78
120;126.34;8188.30;0.00;8188.30
121;126.52;8206.81;0.00;8206.81
122;274.21;8164.53;0.00;8164.53
123;126.52;8122.25;0.00;8122.25
124;126.52;8079.98;0.00;8079.98
125;126.43;8037.70;0.00;8037.70
126;292.14;8036.98;0.00;8036.98
127;126.43;8036.27;0.00;8036.27
128;126.43;8035.56;0.00;8035.56
129;126.57;8034.85;0.00;8034.85
130;2196.33;7960.20;0.00;7960.20
131;262.60;7885.55;0.00;7885.55
132;126.57;7810.90;0.00;7810.90
133;126.43;7736.25;0.00;7736.25
134;126.43;7626.10;0.00;7626.10
135;281.19;7515.94;0.00;7515.94
136;126.43;7405.78;0.00;7405.78
137;126.34;7295.62;0.00;7295.62
138;126.34;7065.52;0.00;7065.52
139;126.34;6835.42;0.00;6835.42
140;276.24;6605.32;0.00;6605.32
141;126.62;6375.23;0.00;6375.23
142;126.62;6431.68;0.00;6431.68
143;2154.93;6488.13;0.00;6488.13
144;312.78;6544.59;0.00;6544.59
145;128.92;6601.04;0.00;6601.04
146;137.73;6424.04;0.00;6424.04
147;136.80;6247.05;0.00;6247.05
148;137.63;6070.05;0.00;6070.05
149;293.27;5893.05;0.00;5893.05
150;137.49;6000.66;0.00;6000.66
151;127.02;6108.27;0.00;6108.27
152;127.02;6215.87;0.00;6215.87
153;291.91;6323.48;0.00;6323.48
154;127.37;6727.25;0.00;6727.25
155;127.37;7131.01;0.00;7131.01
156;127.37;7534.78;0.00;7534.78
157;127.96;7938.55;0.00;7938.55
158;276.24;7930.74;0.00;7930.74
159;129.12;7922.94;0.00;7922.94
160;159.12;7915.13;0.00;7915.13
161;189.21;7907.33;0.00;7907.33
162;380.14;8208.24;0.00;8208.24
163;248.04;8509.16;0.00;8509.16
164;248.04;8810.08;0.00;8810.08
165;248.32;9111.00;0.00;9111.00
166;429.08;9259.37;0.00;9259.37
167;248.32;9407.74;0.00;9407.74
168;390.93;9556.11;0.00;9556.11
169;399.14;9704.48;0.00;9704.48
170;430.82;9856.86;0.00;9856.86
171;464.16;10009.20;0.00;10009.20
172;395.65;10161.60;0.00;10161.60
173;249.00;10314.00;0.00;10314.00
174;399.69;10399.60;0.00;10399.60
175;249.00;10485.30;0.00;10485.30
176;249.00;10571.00;0.00;10571.00
177;504.26;10656.60;0.00;10656.60
178;651.00;10698.70;0.00;10698.70
179;249.08;10740.70;0.00;10740.70
180;259.91;10782.80;0.00;10782.80
181;260.04;10824.90;0.00;10824.90
182;259.73;10743.80;0.00;10743.80
183;397.79;10662.80;0.00;10662.80
184;249.08;10581.80;0.00;10581.80
185;249.22;10500.80;0.00;10500.80
186;411.91;10612.60;0.00;10612.60
187;129.61;10724.40;0.00;10724.40
188;129.22;10836.20;0.00;10836.20
189;304.47;10948.00;15553.50;26501.50
190;130.71;11027.70;0.00;11027.70
191;140.25;11107.30;0.00;11107.30
192;129.44;11186.90;3443.99;14630.89
193;420.15;11266.50;0.00;11266.50
194;249.51;11349.30;0.00;11349.30
195;249.51;11432.00;0.00;11432.00
196;249.51;11514.70;0.00;11514.70
197;290.28;11597.40;0.00;11597.40
198;380.70;11645.60;0.00;11645.60
199;249.72;11693.70;0.00;11693.70
200;249.72;11741.90;0.00;11741.90
201;249.75;11790.00;0.00;11790.00
202;398.59;11875.20;0.00;11875.20
203;129.75;11960.40;0.00;11960.40
204;129.75;12045.60;0.00;12045.60
205;129.99;12130.80;0.00;12130.80
206;291.08;12197.00;0.00;12197.00
207;129.99;12263.10;0.00;12263.10
208;129.99;12329.20;0.00;12329.20
209;130.09;12395.30;0.00;12395.30
210;130.09;12457.60;0.00;12457.60
211;277.71;12519.80;0.00;12519.80
212;130.09;12582.10;0.00;12582.10
213;130.16;12644.30;0.00;12644.30
214;130.16;12626.20;0.00;12626.20
215;296.89;12608.10;0.00;12608.10
216;130.16;12590.00;0.00;12590.00
217;130.09;12571.90;0.00;12571.90
218;130.09;12577.60;0.00;12577.60
219;130.09;12583.20;0.00;12583.20
220;277.41;12588.90;0.00;12588.90
221;130.16;12594.50;0.00;12594.50
222;130.16;12445.10;0.00;12445.10
223;130.16;12295.70;0.00;12295.70
224;296.38;12146.30;0.00;12146.30
225;140.09;11996.80;0.00;11996.80
226;250.02;11837.50;0.00;11837.50
227;250.02;11678.10;0.00;11678.10
228;250.02;11518.70;0.00;11518.70
229;399.67;11359.30;0.00;11359.30
230;249.72;11046.60;0.00;11046.60
231;248.55;10734.00;0.00;10734.00
232;229.38;10421.30;0.00;10421.30
233;386.11;10108.60;0.00;10108.60
234;194.72;10017.10;0.00;10017.10
235;140.23;9925.47;0.00;9925.47
236;139.29;9833.89;0.00;9833.89
237;139.67;9742.30;0.00;9742.30
238;295.23;9726.70;0.00;9726.70
239;128.89;9711.10;0.00;9711.10
240;128.89;9695.50;0.00;9695.50
241;372.78;9679.90;0.00;9679.90
242;2216.96;9510.10;0.00;9510.10
243;352.79;9340.29;0.00;9340.29
244;797.90;9170.48;0.00;9170.48
245;349.23;9000.68;0.00;9000.68
246;128.70;9022.60;0.00;9022.60
247;276.86;9044.52;0.00;9044.52
248;128.70;9066.44;0.00;9066.44
249;128.82;9088.36;0.00;9088.36
250;274.25;9294.96;0.00;9294.96
251;433.36;9501.55;0.00;9501.55
252;282.42;9708.15;0.00;9708.15
253;292.45;9914.75;0.00;9914.75
254;277.23;10135.20;0.00;10135.20
255;322.03;10355.60;0.00;10355.60
256;139.97;10576.00;0.00;10576.00
257;129.54;10796.40;0.00;10796.40
258;129.54;11203.30;0.00;11203.30
259;142.09;11610.10;0.00;11610.10
260;235.18;12017.00;0.00;12017.00
261;399.92;12423.90;0.00;12423.90
262;363.87;12512.60;0.00;12512.60
263;2532.45;12601.30;0.00;12601.30
264;348.32;12690.10;0.00;12690.10
265;352.01;12778.80;0.00;12778.80
266;350.49;12802.60;0.00;12802.60
267;522.26;12826.40;0.00;12826.40
268;625.87;12850.30;0.00;12850.30
269;576.49;12874.10;0.00;12874.10
270;573.18;12942.40;0.00;12942.40
271;688.32;13010.60;0.00;13010.60
272;840.46;13078.90;0.00;13078.90
273;563.43;13147.20;0.00;13147.20
274;311.32;13092.10;0.00;13092.10
275;435.29;13036.90;0.00;13036.90
276;292.35;12981.80;0.00;12981.80
277;288.67;12926.70;0.00;12926.70
278;602.49;12980.80;0.00;12980.80
279;443.09;13034.90;0.00;13034.90
280;416.27;13089.00;0.00;13089.00
281;422.04;13143.10;0.00;13143.10
282;605.14;13220.10;0.00;13220.10
283;430.71;13297.10;0.00;13297.10
284;260.18;13374.10;0.00;13374.10
285;286.75;13451.10;0.00;13451.10
286;398.08;13437.60;0.00;13437.60
287;518.63;13424.20;0.00;13424.20
288;357.88;13410.80;0.00;13410.80
289;348.48;13397.30;0.00;13397.30
290;362.10;13398.60;0.00;13398.60
291;280.25;13399.80;0.00;13399.80
292;131.20;13401.00;0.00;13401.00
293;131.29;13402.30;0.00;13402.30
294;131.29;13523.30;0.00;13523.30
295;293.15;13644.40;0.00;13644.40
296;131.29;13765.40;0.00;13765.40
297;131.38;13886.50;0.00;13886.50
298;131.38;13983.20;0.00;13983.20
299;131.38;14079.90;0.00;14079.90
300;278.96;14176.70;0.00;14176.70
301;131.50;14273.40;0.00;14273.40
302;131.50;14341.90;0.00;14341.90
303;131.50;14410.40;0.00;14410.40
304;299.31;14479.00;0.00;14479.00
305;131.56;14547.50;0.00;14547.50
306;131.56;14607.60;0.00;14607.60
307;131.56;14667.70;0.00;14667.70
308;131.56;14727.80;0.00;14727.80
309;278.97;14787.90;0.00;14787.90
310;131.65;14821.70;0.00;14821.70
311;131.65;14855.40;0.00;14855.40
312;131.65;14889.20;0.00;14889.20
313;407.75;14922.90;0.00;14922.90
314;251.67;14978.50;0.00;14978.50
315;131.67;15034.20;0.00;15034.20
316;131.67;15089.80;0.00;15089.80
317;131.76;15145.50;0.00;15145.50
318;292.84;15096.20;0.00;15096.20
319;142.63;15046.90;0.00;15046.90
320;141.93;14997.70;0.00;14997.70
321;142.67;14948.40;0.00;14948.40
322;328.70;14897.30;0.00;14897.30
323;182.85;14846.10;0.00;14846.10
324;131.90;14795.00;0.00;14795.00
325;131.59;14743.90;0.00;14743.90
326;131.59;14397.80;0.00;14397.80
327;544.87;14051.80;0.00;14051.80
328;383.59;13705.80;0.00;13705.80
329;369.25;13359.70;0.00;13359.70
330;2354.15;13120.70;0.00;13120.70
331;307.59;12881.70;0.00;12881.70
332;131.08;12642.60;0.00;12642.60
333;130.22;12403.60;0.00;12403.60
334;130.22;12056.10;0.00;12056.10
335;130.22;11708.70;0.00;11708.70
336;278.43;11361.20;0.00;11361.20
337;128.74;11013.70;0.00;11013.70
338;128.74;10786.80;0.00;10786.80
339;128.74;10559.90;0.00;10559.90
340;291.08;10333.00;0.00;10333.00
341;129.08;10106.10;0.00;10106.10
342;129.08;9986.99;0.00;9986.99
343;129.08;9867.84;0.00;9867.84
344;311.25;9748.70;0.00;9748.70
345;129.33;9629.55;0.00;9629.55
346;129.33;9893.21;0.00;9893.21
347;129.33;10156.90;0.00;10156.90
348;129.33;10420.50;0.00;10420.50
349;248.95;10684.20;0.00;10684.20
350;129.65;10764.10;0.00;10764.10
351;130.23;10844.10;0.00;10844.10
352;296.59;10924.00;0.00;10924.00
353;160.40;11004.00;0.00;11004.00
354;325.64;10909.60;0.00;10909.60
355;331.37;10815.20;0.00;10815.20
356;515.38;10720.90;0.00;10720.90
357;365.74;10626.50;0.00;10626.50
358;389.22;10808.30;0.00;10808.30
359;249.85;10990.00;0.00;10990.00
360;1760.04;11171.80;0.00;11171.80
361;1290.28;11353.60;0.00;11353.60
362;260.85;11541.70;0.00;11541.70
363;260.54;11729.80;0.00;11729.80
364;413.78;11918.00;0.00;11918.00
365;251.15;12106.10;0.00;12106.10
366;251.26;12143.20;0.00;12143.20
367;421.78;12180.30;0.00;12180.30
368;249.99;12217.40;0.00;12217.40
369;250.26;12254.40;0.00;12254.40
370;250.26;12358.80;0.00;12358.80
371;983.92;12463.20;0.00;12463.20
372;786.95;12567.60;0.00;12567.60
373;827.18;12672.00;5195.20;17867.20
374;858.69;12640.10;0.00;12640.10
375;617.70;12608.30;0.00;12608.30
376;397.62;12576.40;0.00;12576.40
377;250.83;12544.60;0.00;12544.60
378;250.83;12695.50;0.00;12695.50
379;250.83;12846.50;0.00;12846.50
380;399.97;12997.40;0.00;12997.40
381;250.86;13148.40;0.00;13148.40
382;250.86;13269.60;0.00;13269.60
383;250.86;13390.90;0.00;13390.90
384;413.28;13512.20;0.00;13512.20
385;251.14;13633.50;0.00;13633.50
386;251.14;13663.10;0.00;13663.10
387;131.14;13692.70;0.00;13692.70
388;131.14;13722.40;0.00;13722.40
389;278.44;13752.00;0.00;13752.00
390;130.89;13795.20;0.00;13795.20
391;130.89;13838.50;0.00;13838.50
392;130.89;13881.70;0.00;13881.70
393;300.10;13925.00;0.00;13925.00
394;131.05;13964.70;0.00;13964.70
395;131.05;14004.40;0.00;14004.40
396;131.05;14044.10;0.00;14044.10
397;131.11;14083.80;0.00;14083.80
398;278.38;14109.30;0.00;14109.30
399;131.11;14134.80;0.00;14134.80
400;131.11;14160.40;0.00;14160.40
401;131.14;14185.90;0.00;14185.90
402;287.92;14237.10;0.00;14237.10
403;131.14;14288.30;0.00;14288.30
404;131.14;14339.60;0.00;14339.60
405;131.38;14390.80;0.00;14390.80
406;131.38;14420.30;0.00;14420.30
407;281.72;14449.80;0.00;14449.80
408;131.38;14479.30;0.00;14479.30
409;403.76;14508.90;0.00;14508.90
410;358.85;14531.00;0.00;14531.00
411;545.64;14553.10;0.00;14553.10
412;424.90;14575.20;3466.93;18042.13
413;131.50;14597.30;0.00;14597.30
414;131.50;14605.60;0.00;14605.60
415;131.50;14613.80;0.00;14613.80
416;701.55;14622.10;0.00;14622.10
417;478.85;14630.40;0.00;14630.40
418;251.47;14457.20;0.00;14457.20
419;251.47;14283.90;0.00;14283.90
420;430.11;14110.70;0.00;14110.70
421;251.17;13937.40;0.00;13937.40
422;251.17;13699.30;0.00;13699.30
423;250.00;13461.30;0.00;13461.30
424;220.00;13223.20;0.00;13223.20
425;337.75;12985.20;0.00;12985.20
426;159.51;12473.20;0.00;12473.20
427;130.67;11961.30;0.00;11961.30
428;130.67;11449.30;0.00;11449.30
429;292.40;10937.40;0.00;10937.40
430;129.26;10530.30;0.00;10530.30
431;129.26;10123.20;0.00;10123.20
432;129.26;9716.06;0.00;9716.06
433;310.33;9308.95;0.00;9308.95
434;127.79;9202.42;0.00;9202.42
435;127.79;9095.88;0.00;9095.88
436;127.79;8989.35;0.00;8989.35
437;128.47;8882.82;0.00;8882.82
438;272.31;8834.78;0.00;8834.78
439;128.47;8786.75;17384.20;26170.95
440;128.47;8738.71;0.00;8738.71
441;280.06;8690.68;0.00;8690.68
442;128.40;8855.52;0.00;8855.52
443;128.40;9020.36;0.00;9020.36
444;128.40;9185.20;0.00;9185.20
445;2383.36;9350.03;0.00;9350.03
446;383.85;9605.87;0.00;9605.87
447;358.15;9861.70;0.00;9861.70
448;373.66;10117.50;0.00;10117.50
449;342.42;10373.40;0.00;10373.40
450;498.26;10750.60;0.00;10750.60
451;401.88;11127.90;0.00;11127.90
452;416.84;11505.10;0.00;11505.10
453;873.75;11882.40;0.00;11882.40
454;674.63;11813.60;0.00;11813.60
455;679.54;11744.90;0.00;11744.90
456;848.17;11676.20;0.00;11676.20
457;687.08;11607.40;0.00;11607.40
458;819.46;11636.80;0.00;11636.80
459;602.34;11666.20;0.00;11666.20
460;785.83;11695.60;0.00;11695.60
461;623.01;11724.90;0.00;11724.90
462;608.11;11982.10;0.00;11982.10
463;607.03;12239.20;0.00;12239.20
464;2460.93;12496.40;0.00;12496.40
465;1716.82;12753.50;0.00;12753.50
466;830.75;12523.10;0.00;12523.10
467;822.50;12292.70;0.00;12292.70
468;608.79;12062.30;0.00;12062.30
469;626.22;11831.90;0.00;11831.90
470;451.02;11889.70;0.00;11889.70
471;467.06;11947.50;0.00;11947.50
472;355.61;12005.20;0.00;12005.20
473;641.81;12063.00;0.00;12063.00
474;487.56;11856.30;0.00;11856.30
475;502.13;11649.50;0.00;11649.50
476;491.12;11442.70;0.00;11442.70
477;351.54;11236.00;0.00;11236.00
478;497.58;11332.00;0.00;11332.00
479;347.16;11428.10;0.00;11428.10
480;352.93;11524.10;0.00;11524.10
481;348.36;11620.10;0.00;11620.10
482;300.32;11599.00;0.00;11599.00
483;129.85;11577.80;0.00;11577.80
484;129.85;11556.70;0.00;11556.70
485;129.26;11535.50;0.00;11535.50
486;274.86;11494.90;0.00;11494.90
487;418.10;11454.20;0.00;11454.20
488;278.22;11413.60;0.00;11413.60
489;278.30;11373.00;0.00;11373.00
490;277.39;11334.10;0.00;11334.10
491;429.87;11295.30;0.00;11295.30
492;272.42;11256.50;0.00;11256.50
493;276.71;11217.70;0.00;11217.70
494;282.45;11147.50;0.00;11147.50
495;128.63;11077.30;0.00;11077.30
496;279.03;11007.20;0.00;11007.20
497;128.36;10937.00;0.00;10937.00
498;128.36;10796.50;0.00;10796.50
499;128.36;10655.90;0.00;10655.90
500;312.48;10515.40;0.00;10515.40
501;348.73;10374.90;0.00;10374.90
502;248.00;10332.40;0.00;10332.40
503;248.00;10290.00;0.00;10290.00
504;248.00;10247.50;0.00;10247.50
505;285.83;10205.10;0.00;10205.10
506;127.92;10170.90;0.00;10170.90
507;127.92;10136.80;0.00;10136.80
508;127.92;10102.60;0.00;10102.60
509;306.41;10068.50;0.00;10068.50
510;127.59;10027.80;0.00;10027.80
511;247.59;9987.11;0.00;9987.11
512;247.59;9946.43;0.00;9946.43
513;247.42;9905.76;0.00;9905.76
514;749.26;9837.15;0.00;9837.15
515;247.42;9768.53;0.00;9768.53
516;247.42;9699.91;0.00;9699.91
517;247.24;9631.30;0.00;9631.30
518;411.02;9522.85;0.00;9522.85
519;247.24;9414.40;0.00;9414.40
520;127.24;9305.95;0.00;9305.95
521;126.75;9197.50;0.00;9197.50
522;308.84;9105.28;0.00;9105.28
523;2146.97;9013.06;0.00;9013.06
524;231.80;8920.85;0.00;8920.85
525;1371.76;8828.63;0.00;8828.63
526;1373.46;8613.84;0.00;8613.84
527;1472.42;8399.04;0.00;8399.04
528;126.52;8184.25;0.00;8184.25
529;126.52;7969.45;0.00;7969.45
530;1597.49;8163.36;0.00;8163.36
531;412.15;8357.26;0.00;8357.26
532;338.92;8551.16;0.00;8551.16
533;126.71;8745.06;0.00;8745.06
534;2076.75;8707.30;0.00;8707.30
535;3547.93;8669.54;0.00;8669.54
536;3546.82;8631.78;0.00;8631.78
537;366.82;8594.02;0.00;8594.02
538;165.57;8653.43;0.00;8653.43
539;309.40;8712.84;0.00;8712.84
540;126.71;8772.26;0.00;8772.26
541;246.66;8831.67;0.00;8831.67
542;293.87;8761.35;0.00;8761.35
543;247.82;8691.03;0.00;8691.03
544;246.66;8620.71;0.00;8620.71
545;374.30;8550.39;0.00;8550.39
546;246.71;8722.30;0.00;8722.30
547;246.71;8894.21;0.00;8894.21
548;246.71;9066.11;0.00;9066.11
549;423.48;9238.02;0.00;9238.02
550;246.57;9145.78;0.00;9145.78
551;246.57;9053.54;0.00;9053.54
552;246.57;8961.30;0.00;8961.30
553;246.57;8869.06;0.00;8869.06
554;393.84;8643.64;0.00;8643.64
555;246.57;8418.22;0.00;8418.22
556;2121.75;8192.81;0.00;8192.81
557;246.52;7967.39;0.00;7967.39
558;395.90;8150.32;0.00;8150.32
559;246.52;8333.25;0.00;8333.25
560;397.08;8516.17;0.00;8516.17
561;691.73;8699.10;0.00;8699.10
562;822.64;8727.48;0.00;8727.48
563;781.52;8755.85;0.00;8755.85
564;551.63;8784.23;0.00;8784.23
565;516.56;8812.61;0.00;8812.61
566;3817.90;8512.85;0.00;8512.85
567;4109.31;8213.10;0.00;8213.10
568;661.55;7913.34;0.00;7913.34
569;415.73;7613.59;0.00;7613.59
570;463.27;7563.87;0.00;7563.87
571;596.91;7514.16;0.00;7514.16
572;420.73;7464.45;0.00;7464.45
573;271.34;7414.73;0.00;7414.73
574;126.29;7361.32;0.00;7361.32
575;126.29;7307.90;0.00;7307.90
576;273.61;7254.49;0.00;7254.49
577;126.19;7201.07;0.00;7201.07
578;126.19;7282.68;0.00;7282.68
579;126.19;7364.29;0.00;7364.29
580;284.62;7445.89;0.00;7445.89
581;126.19;7527.50;0.00;7527.50
582;126.19;7571.46;0.00;7571.46
583;126.19;7615.43;0.00;7615.43
584;126.19;7659.39;0.00;7659.39
585;276.77;7703.36;0.00;7703.36
586;126.19;7749.75;0.00;7749.75
587;126.19;7796.14;0.00;7796.14
588;126.19;7842.53;0.00;7842.53
589;293.54;7888.92;0.00;7888.92
590;251.89;7941.32;0.00;7941.32
591;126.29;7993.71;0.00;7993.71
592;126.29;8046.10;0.00;8046.10
593;126.29;8098.50;0.00;8098.50
594;284.97;8085.38;0.00;8085.38
595;126.29;8072.27;0.00;8072.27
596;126.29;8059.15;0.00;8059.15
597;126.29;8046.04;0.00;8046.04
598;295.85;8079.80;0.00;8079.80
599;126.29;8113.57;0.00;8113.57
600;126.29;8147.33;0.00;8147.33
601;126.43;8181.10;0.00;8181.10
602;126.43;8180.79;0.00;8180.79
603;274.94;8180.48;0.00;8180.48
604;126.43;8180.17;0.00;8180.17
605;137.71;8179.86;0.00;8179.86
606;137.69;8225.01;0.00;8225.01
607;291.04;8270.17;0.00;8270.17
608;126.52;8315.32;0.00;8315.32
609;126.66;8360.47;0.00;8360.47
610;126.66;8381.93;0.00;8381.93
611;318.31;8403.39;0.00;8403.39
612;136.93;8424.84;0.00;8424.84
613;137.89;8446.30;0.00;8446.30
614;146.71;8449.44;0.00;8449.44
615;246.71;8452.58;17306.20;25758.78
616;293.72;8455.72;0.00;8455.72
617;257.65;8458.85;0.00;8458.85
618;137.53;8441.90;0.00;8441.90
619;423.76;8424.95;0.00;8424.95
620;266.68;8408.00;0.00;8408.00
621;270.29;8391.05;0.00;8391.05
622;279.42;8313.98;0.00;8313.98
623;307.88;8236.91;0.00;8236.91
624;126.71;8159.83;0.00;8159.83
625;126.75;8082.76;0.00;8082.76
626;126.75;8076.02;0.00;8076.02
627;396.62;8069.28;0.00;8069.28
628;509.99;8062.54;0.00;8062.54
629;2563.93;8055.80;0.00;8055.80
630;419.22;8146.58;0.00;8146.58
631;368.13;8237.36;0.00;8237.36
632;200.23;8328.14;0.00;8328.14
633;214.06;8418.92;0.00;8418.92
634;2398.56;8369.18;0.00;8369.18
635;126.66;8319.45;0.00;8319.45
636;246.66;8269.71;0.00;8269.71
637;246.75;8219.98;0.00;8219.98
638;668.58;8253.35;0.00;8253.35
639;472.70;8286.72;0.00;8286.72
640;472.19;8320.10;0.00;8320.10
641;468.64;8353.47;0.00;8353.47
642;478.36;8378.06;0.00;8378.06
643;611.84;8402.65;0.00;8402.65
644;455.89;8427.24;0.00;8427.24
645;477.48;8451.82;0.00;8451.82
646;458.25;8404.77;0.00;8404.77
647;607.41;8357.72;0.00;8357.72
648;476.13;8310.67;0.00;8310.67
649;337.87;8263.62;0.00;8263.62
650;337.50;8666.96;0.00;8666.96
651;641.32;9070.30;0.00;9070.30
652;457.51;9473.64;0.00;9473.64
653;246.98;9876.98;0.00;9876.98
654;246.98;9902.57;0.00;9902.57
655;246.98;9928.16;0.00;9928.16
656;394.67;9953.74;0.00;9953.74
657;1113.98;9979.33;0.00;9979.33
658;488.58;9793.35;0.00;9793.35
659;259.12;9607.38;0.00;9607.38
660;566.36;9421.41;0.00;9421.41
661;387.20;9235.43;0.00;9235.43
662;390.70;9094.17;0.00;9094.17
663;247.11;8952.91;0.00;8952.91
664;247.11;8811.64;0.00;8811.64
665;394.44;8670.38;0.00;8670.38
666;247.16;8681.62;0.00;8681.62
667;247.16;8692.85;0.00;8692.85
668;127.16;8704.09;0.00;8704.09
669;286.42;8715.33;0.00;8715.33
670;127.20;8677.45;0.00;8677.45
671;127.20;8639.58;0.00;8639.58
672;127.20;8601.71;0.00;8601.71
673;127.20;8563.83;0.00;8563.83
674;278.01;8524.18;0.00;8524.18
675;127.20;8484.53;0.00;8484.53
676;127.20;8444.88;0.00;8444.88
677;127.20;8405.22;0.00;8405.22
678;263.34;8478.98;0.00;8478.98
679;275.60;8552.73;0.00;8552.73
680;127.20;8626.48;0.00;8626.48
681;127.24;8700.23;0.00;8700.23
682;127.24;8749.37;0.00;8749.37
683;286.71;8798.51;0.00;8798.51
684;127.24;8847.64;0.00;8847.64
685;127.24;8896.78;0.00;8896.78
686;127.24;8936.80;0.00;8936.80
687;298.17;8976.82;0.00;8976.82
688;127.24;9016.85;0.00;9016.85
689;127.33;9056.87;0.00;9056.87
690;127.33;9096.25;0.00;9096.25
691;127.33;9135.63;0.00;9135.63
692;275.87;9175.01;0.00;9175.01
693;127.46;9214.39;0.00;9214.39
694;127.46;9212.12;0.00;9212.12
695;247.46;9209.85;0.00;9209.85
