Index;P_el;Q_Heiz;Q_WW;Q_gesamt
148;168.98;6070.05;0.00;6070.05
149;308.43;5893.05;0.00;5893.05
150;497.59;6000.66;0.00;6000.66
151;586.26;6108.27;0.00;6108.27
152;2504.11;6215.87;0.00;6215.87
153;392.86;6323.48;0.00;6323.48
154;750.90;6727.25;0.00;6727.25
155;301.55;7131.01;0.00;7131.01
156;2331.30;7534.78;0.00;7534.78
157;1982.71;7938.55;0.00;7938.55
158;339.73;7930.74;0.00;7930.74
159;335.78;7922.94;0.00;7922.94
160;299.68;7915.13;0.00;7915.13
161;306.71;7907.33;0.00;7907.33
162;475.69;8208.24;0.00;8208.24
163;501.60;8509.16;0.00;8509.16
164;302.94;8810.08;0.00;8810.08
165;299.05;9111.00;0.00;9111.00
166;159.90;9259.37;0.00;9259.37
167;159.76;9407.74;0.00;9407.74
168;332.52;9556.11;0.00;9556.11
169;160.53;9704.48;0.00;9704.48
170;268.46;9856.86;0.00;9856.86
171;160.58;10009.20;0.00;10009.20
172;171.14;10161.60;0.00;10161.60
173;343.89;10314.00;0.00;10314.00
174;340.98;10399.60;17898.90;28298.50
175;160.93;10485.30;0.00;10485.30
176;160.76;10571.00;0.00;10571.00
177;469.76;10656.60;0.00;10656.60
178;758.84;10698.70;0.00;10698.70
179;657.65;10740.70;0.00;10740.70
180;645.11;10782.80;0.00;10782.80
181;425.00;10824.90;0.00;10824.90
182;596.13;10743.80;0.00;10743.80
183;436.05;10662.80;0.00;10662.80
184;427.85;10581.80;0.00;10581.80
185;281.20;10500.80;0.00;10500.80
186;456.32;10612.60;0.00;10612.60
187;453.43;10724.40;0.00;10724.40
188;538.51;10836.20;0.00;10836.20
189;500.47;10948.00;0.00;10948.00
190;597.39;11027.70;0.00;11027.70
191;753.31;11107.30;0.00;11107.30
192;497.14;11186.90;0.00;11186.90
193;386.23;11266.50;0.00;11266.50
194;161.39;11349.30;0.00;11349.30
195;334.52;11432.00;0.00;11432.00
196;343.47;11514.70;0.00;11514.70
197;161.71;11597.40;0.00;11597.40
198;161.83;11645.60;0.00;11645.60
199;345.95;11693.70;0.00;11693.70
200;361.53;11741.90;0.00;11741.90
201;161.65;11790.00;0.00;11790.00
202;161.70;11875.20;0.00;11875.20
203;356.14;11960.40;0.00;11960.40
204;161.74;12045.60;0.00;12045.60
205;162.20;12130.80;0.00;12130.80
206;162.07;12197.00;0.00;12197.00
207;331.24;12263.10;0.00;12263.10
208;161.95;12329.20;0.00;12329.20
209;340.15;12395.30;0.00;12395.30
210;162.20;12457.60;0.00;12457.60
211;342.26;12519.80;0.00;12519.80
212;162.19;12582.10;0.00;12582.10
213;343.62;12644.30;0.00;12644.30
214;162.33;12626.20;0.00;12626.20
215;325.41;12608.10;0.00;12608.10
216;161.90;12590.00;0.00;12590.00
217;162.05;12571.90;0.00;12571.90
218;162.00;12577.60;0.00;12577.60
219;337.54;12583.20;0.00;12583.20
220;162.32;12588.90;0.00;12588.90
221;162.56;12594.50;0.00;12594.50
222;518.41;12445.10;0.00;12445.10
223;162.29;12295.70;0.00;12295.70
224;302.05;12146.30;0.00;12146.30
225;323.41;11996.80;0.00;11996.80
226;673.58;11837.50;0.00;11837.50
227;318.13;11678.10;0.00;11678.10
228;323.76;11518.70;0.00;11518.70
229;318.61;11359.30;0.00;11359.30
230;572.59;11046.60;0.00;11046.60
231;2370.95;10734.00;0.00;10734.00
232;313.47;10421.30;0.00;10421.30
233;2436.91;10108.60;0.00;10108.60
234;2674.12;10017.10;0.00;10017.10
235;2233.81;9925.47;0.00;9925.47
236;4939.03;9833.89;0.00;9833.89
237;3471.16;9742.30;0.00;9742.30
238;1241.35;9726.70;0.00;9726.70
239;1529.06;9711.10;0.00;9711.10
240;1235.29;9695.50;0.00;9695.50
241;1022.67;9679.90;0.00;9679.90
242;1036.92;9510.10;0.00;9510.10
243;708.44;9340.29;0.00;9340.29
244;905.08;9170.48;0.00;9170.48
245;2065.85;9000.68;0.00;9000.68
246;1032.14;9022.60;0.00;9022.60
247;160.69;9044.52;0.00;9044.52
248;337.43;9066.44;0.00;9066.44
249;1062.51;9088.36;0.00;9088.36
250;2844.04;9294.96;0.00;9294.96
251;1012.48;9501.55;0.00;9501.55
252;797.10;9708.15;0.00;9708.15
253;555.92;9914.75;0.00;9914.75
254;656.19;10135.20;0.00;10135.20
255;161.88;10355.60;0.00;10355.60
256;176.86;10576.00;0.00;10576.00
257;334.36;10796.40;0.00;10796.40
258;341.09;11203.30;0.00;11203.30
259;161.47;11610.10;0.00;11610.10
260;200.00;12017.00;0.00;12017.00
261;162.26;12423.90;0.00;12423.90
262;514.43;12512.60;0.00;12512.60
263;282.38;12601.30;0.00;12601.30
264;282.17;12690.10;0.00;12690.10
265;803.34;12778.80;0.00;12778.80
266;1155.16;12802.60;0.00;12802.60
267;512.13;12826.40;0.00;12826.40
268;282.58;12850.30;0.00;12850.30
269;282.72;12874.10;0.00;12874.10
270;282.55;12942.40;0.00;12942.40
271;2431.36;13010.60;0.00;13010.60
272;540.98;13078.90;0.00;13078.90
273;367.94;13147.20;0.00;13147.20
274;368.06;13092.10;0.00;13092.10
275;875.52;13036.90;0.00;13036.90
276;497.70;12981.80;0.00;12981.80
277;425.08;12926.70;0.00;12926.70
278;432.31;12980.80;0.00;12980.80
279;424.47;13034.90;0.00;13034.90
280;452.90;13089.00;2965.66;16054.66
281;421.63;13143.10;0.00;13143.10
282;433.36;13220.10;0.00;13220.10
283;423.73;13297.10;0.00;13297.10
284;755.37;13374.10;0.00;13374.10
285;283.80;13451.10;0.00;13451.10
286;329.75;13437.60;0.00;13437.60
287;306.69;13424.20;0.00;13424.20
288;705.08;13410.80;0.00;13410.80
289;163.81;13397.30;0.00;13397.30
290;163.72;13398.60;0.00;13398.60
291;163.75;13399.80;0.00;13399.80
292;359.42;13401.00;0.00;13401.00
293;163.88;13402.30;0.00;13402.30
294;164.08;13523.30;0.00;13523.30
295;283.95;13644.40;0.00;13644.40
296;333.35;13765.40;0.00;13765.40
297;343.05;13886.50;0.00;13886.50
298;163.99;13983.20;0.00;13983.20
299;164.14;14079.90;0.00;14079.90
300;345.08;14176.70;0.00;14176.70
301;347.37;14273.40;0.00;14273.40
302;164.06;14341.90;0.00;14341.90
303;164.01;14410.40;0.00;14410.40
304;291.69;14479.00;0.00;14479.00
305;168.12;14547.50;0.00;14547.50
306;164.44;14607.60;0.00;14607.60
307;164.26;14667.70;0.00;14667.70
308;339.66;14727.80;0.00;14727.80
309;164.28;14787.90;0.00;14787.90
310;288.64;14821.70;0.00;14821.70
311;348.26;14855.40;0.00;14855.40
312;164.15;14889.20;0.00;14889.20
313;164.09;14922.90;0.00;14922.90
314;344.69;14978.50;0.00;14978.50
315;342.64;15034.20;0.00;15034.20
316;164.36;15089.80;0.00;15089.80
317;164.66;15145.50;0.00;15145.50
318;164.54;15096.20;0.00;15096.20
319;371.58;15046.90;0.00;15046.90
320;175.29;14997.70;0.00;14997.70
321;175.53;14948.40;0.00;14948.40
322;175.65;14897.30;0.00;14897.30
323;1846.70;14846.10;0.00;14846.10
324;1820.28;14795.00;0.00;14795.00
325;1729.61;14743.90;0.00;14743.90
326;501.59;14397.80;0.00;14397.80
327;710.63;14051.80;0.00;14051.80
328;639.12;13705.80;0.00;13705.80
329;441.14;13359.70;0.00;13359.70
330;433.61;13120.70;0.00;13120.70
331;375.14;12881.70;0.00;12881.70
332;2422.80;12642.60;0.00;12642.60
333;2673.10;12403.60;0.00;12403.60
334;747.17;12056.10;0.00;12056.10
335;415.89;11708.70;0.00;11708.70
336;353.20;11361.20;0.00;11361.20
337;349.07;11013.70;6085.80;17099.50
338;1424.72;10786.80;0.00;10786.80
339;1533.06;10559.90;0.00;10559.90
340;1943.82;10333.00;0.00;10333.00
341;2213.85;10106.10;0.00;10106.10
342;754.24;9986.99;0.00;9986.99
343;921.52;9867.84;0.00;9867.84
344;763.90;9748.70;0.00;9748.70
345;604.55;9629.55;0.00;9629.55
346;562.05;9893.21;0.00;9893.21
347;1516.54;10156.90;0.00;10156.90
348;1470.40;10420.50;0.00;10420.50
349;605.79;10684.20;0.00;10684.20
350;838.14;10764.10;0.00;10764.10
351;788.32;10844.10;0.00;10844.10
352;613.20;10924.00;0.00;10924.00
353;654.18;11004.00;0.00;11004.00
354;486.40;10909.60;0.00;10909.60
355;885.70;10815.20;0.00;10815.20
356;693.46;10720.90;0.00;10720.90
357;701.28;10626.50;0.00;10626.50
358;693.14;10808.30;0.00;10808.30
359;726.64;10990.00;0.00;10990.00
360;816.14;11171.80;0.00;11171.80
361;653.84;11353.60;0.00;11353.60
362;631.00;11541.70;0.00;11541.70
363;909.99;11729.80;0.00;11729.80
364;911.47;11918.00;0.00;11918.00
365;2933.75;12106.10;1793.58;13899.68
366;635.73;12143.20;0.00;12143.20
367;875.53;12180.30;0.00;12180.30
368;575.47;12217.40;0.00;12217.40
369;538.16;12254.40;0.00;12254.40
370;367.50;12358.80;0.00;12358.80
371;367.82;12463.20;0.00;12463.20
372;511.28;12567.60;0.00;12567.60
373;541.48;12672.00;0.00;12672.00
374;282.79;12640.10;0.00;12640.10
375;282.69;12608.30;0.00;12608.30
376;605.27;12576.40;0.00;12576.40
377;843.10;12544.60;0.00;12544.60
378;659.44;12695.50;0.00;12695.50
379;652.05;12846.50;23007.30;35853.80
380;438.52;12997.40;0.00;12997.40
381;619.66;13148.40;0.00;13148.40
382;283.12;13269.60;0.00;13269.60
383;294.24;13390.90;0.00;13390.90
384;294.34;13512.20;0.00;13512.20
385;634.26;13633.50;0.00;13633.50
386;283.55;13663.10;0.00;13663.10
387;283.69;13692.70;0.00;13692.70
388;283.74;13722.40;0.00;13722.40
389;651.36;13752.00;0.00;13752.00
390;283.49;13795.20;0.00;13795.20
391;283.32;13838.50;0.00;13838.50
392;283.25;13881.70;0.00;13881.70
393;376.21;13925.00;0.00;13925.00
394;315.84;13964.70;0.00;13964.70
395;283.65;14004.40;0.00;14004.40
396;283.48;14044.10;0.00;14044.10
397;459.32;14083.80;0.00;14083.80
398;322.63;14109.30;0.00;14109.30
399;163.52;14134.80;0.00;14134.80
400;348.29;14160.40;0.00;14160.40
401;163.59;14185.90;0.00;14185.90
402;344.39;14237.10;0.00;14237.10
403;163.39;14288.30;0.00;14288.30
404;342.31;14339.60;0.00;14339.60
405;283.88;14390.80;0.00;14390.80
406;345.56;14420.30;0.00;14420.30
407;283.99;14449.80;0.00;14449.80
408;492.60;14479.30;0.00;14479.30
409;294.68;14508.90;0.00;14508.90
410;294.28;14531.00;0.00;14531.00
411;459.71;14553.10;0.00;14553.10
412;294.81;14575.20;0.00;14575.20
413;466.18;14597.30;0.00;14597.30
414;435.17;14605.60;0.00;14605.60
415;616.04;14613.80;0.00;14613.80
416;284.18;14622.10;0.00;14622.10
417;2138.50;14630.40;0.00;14630.40
418;164.13;14457.20;0.00;14457.20
419;164.17;14283.90;0.00;14283.90
420;164.10;14110.70;0.00;14110.70
421;244.17;13937.40;0.00;13937.40
422;308.99;13699.30;0.00;13699.30
423;163.81;13461.30;0.00;13461.30
424;344.62;13223.20;0.00;13223.20
425;162.94;12985.20;0.00;12985.20
426;606.21;12473.20;0.00;12473.20
427;388.73;11961.30;0.00;11961.30
428;590.74;11449.30;0.00;11449.30
429;377.73;10937.40;0.00;10937.40
430;1090.48;10530.30;0.00;10530.30
431;559.61;10123.20;0.00;10123.20
432;161.13;9716.06;0.00;9716.06
433;159.29;9308.95;0.00;9308.95
434;159.06;9202.42;0.00;9202.42
435;512.64;9095.88;0.00;9095.88
436;2126.20;8989.35;0.00;8989.35
437;2419.80;8882.82;0.00;8882.82
438;2620.88;8834.78;0.00;8834.78
439;1248.27;8786.75;0.00;8786.75
440;1513.44;8738.71;0.00;8738.71
441;1222.58;8690.68;0.00;8690.68
442;739.10;8855.52;0.00;8855.52
443;428.34;9020.36;0.00;9020.36
444;639.20;9185.20;0.00;9185.20
445;475.13;9350.03;0.00;9350.03
446;512.66;9605.87;0.00;9605.87
447;2357.68;9861.70;0.00;9861.70
448;2366.81;10117.50;0.00;10117.50
449;386.73;10373.40;0.00;10373.40
450;206.56;10750.60;0.00;10750.60
451;443.94;11127.90;0.00;11127.90
452;236.47;11505.10;0.00;11505.10
453;428.98;11882.40;0.00;11882.40
454;267.20;11813.60;0.00;11813.60
455;477.49;11744.90;0.00;11744.90
456;292.61;11676.20;0.00;11676.20
457;360.51;11607.40;0.00;11607.40
458;2731.02;11636.80;0.00;11636.80
459;586.56;11666.20;0.00;11666.20
460;502.17;11695.60;0.00;11695.60
461;357.14;11724.90;0.00;11724.90
462;2633.34;11982.10;0.00;11982.10
463;2459.42;12239.20;0.00;12239.20
464;548.66;12496.40;0.00;12496.40
465;367.31;12753.50;0.00;12753.50
466;818.93;12523.10;0.00;12523.10
467;2404.30;12292.70;0.00;12292.70
468;2374.72;12062.30;0.00;12062.30
469;802.76;11831.90;0.00;11831.90
470;1006.13;11889.70;0.00;11889.70
471;803.51;11947.50;0.00;11947.50
472;704.20;12005.20;0.00;12005.20
473;924.47;12063.00;0.00;12063.00
474;766.20;11856.30;0.00;11856.30
475;1769.46;11649.50;0.00;11649.50
476;3000.04;11442.70;0.00;11442.70
477;472.80;11236.00;0.00;11236.00
478;464.88;11332.00;0.00;11332.00
479;281.50;11428.10;0.00;11428.10
480;281.63;11524.10;0.00;11524.10
481;282.00;11620.10;0.00;11620.10
482;220.24;11599.00;0.00;11599.00
483;466.36;11577.80;0.00;11577.80
484;387.76;11556.70;0.00;11556.70
485;386.43;11535.50;0.00;11535.50
486;734.65;11494.90;0.00;11494.90
487;392.62;11454.20;0.00;11454.20
488;378.69;11413.60;0.00;11413.60
489;555.83;11373.00;0.00;11373.00
490;571.98;11334.10;0.00;11334.10
491;372.00;11295.30;0.00;11295.30
492;371.42;11256.50;0.00;11256.50
493;339.96;11217.70;0.00;11217.70
494;244.22;11147.50;0.00;11147.50
495;160.05;11077.30;0.00;11077.30
496;160.21;11007.20;0.00;11007.20
497;360.11;10937.00;0.00;10937.00
498;159.83;10796.50;0.00;10796.50
499;289.30;10655.90;0.00;10655.90
500;159.75;10515.40;0.00;10515.40
501;159.36;10374.90;0.00;10374.90
502;329.78;10332.40;0.00;10332.40
503;340.85;10290.00;0.00;10290.00
504;279.04;10247.50;0.00;10247.50
505;279.03;10205.10;0.00;10205.10
506;333.56;10170.90;0.00;10170.90
507;159.64;10136.80;0.00;10136.80
508;159.28;10102.60;0.00;10102.60
509;279.00;10068.50;0.00;10068.50
510;325.14;10027.80;0.00;10027.80
511;328.07;9987.11;20078.30;30065.41
512;338.15;9946.43;0.00;9946.43
513;158.64;9905.76;0.00;9905.76
514;158.68;9837.15;0.00;9837.15
515;337.46;9768.53;0.00;9768.53
516;249.46;9699.91;0.00;9699.91
517;220.31;9631.30;0.00;9631.30
518;2342.75;9522.85;24986.30;34509.15
519;364.08;9414.40;0.00;9414.40
520;158.42;9305.95;0.00;9305.95
521;277.58;9197.50;0.00;9197.50
522;277.93;9105.28;0.00;9105.28
523;336.41;9013.06;0.00;9013.06
524;451.00;8920.85;0.00;8920.85
525;531.68;8828.63;0.00;8828.63
526;497.70;8613.84;0.00;8613.84
527;613.05;8399.04;0.00;8399.04
528;500.13;8184.25;0.00;8184.25
529;676.45;7969.45;0.00;7969.45
530;499.01;8163.36;0.00;8163.36
531;667.20;8357.26;0.00;8357.26
532;462.50;8551.16;0.00;8551.16
533;2187.49;8745.06;0.00;8745.06
534;1896.81;8707.30;0.00;8707.30
535;1777.59;8669.54;0.00;8669.54
536;376.70;8631.78;0.00;8631.78
537;196.14;8594.02;0.00;8594.02
538;331.19;8653.43;0.00;8653.43
539;338.13;8712.84;0.00;8712.84
540;813.85;8772.26;0.00;8772.26
541;1955.88;8831.67;0.00;8831.67
542;688.44;8761.35;0.00;8761.35
543;1692.00;8691.03;0.00;8691.03
544;2011.36;8620.71;0.00;8620.71
545;1784.96;8550.39;0.00;8550.39
546;2024.21;8722.30;0.00;8722.30
547;1896.08;8894.21;0.00;8894.21
548;2001.54;9066.11;0.00;9066.11
549;537.86;9238.02;0.00;9238.02
550;2089.65;9145.78;0.00;9145.78
551;997.92;9053.54;0.00;9053.54
552;863.46;8961.30;0.00;8961.30
553;2336.77;8869.06;0.00;8869.06
554;2328.90;8643.64;0.00;8643.64
555;658.26;8418.22;0.00;8418.22
556;621.66;8192.81;0.00;8192.81
557;5391.08;7967.39;0.00;7967.39
558;733.57;8150.32;0.00;8150.32
559;967.09;8333.25;0.00;8333.25
560;717.60;8516.17;0.00;8516.17
561;896.65;8699.10;0.00;8699.10
562;715.95;8727.48;0.00;8727.48
563;664.00;8755.85;0.00;8755.85
564;277.28;8784.23;0.00;8784.23
565;470.76;8812.61;0.00;8812.61
566;276.84;8512.85;0.00;8512.85
567;601.80;8213.10;0.00;8213.10
568;418.38;7913.34;0.00;7913.34
569;276.82;7613.59;0.00;7613.59
570;276.77;7563.87;0.00;7563.87
571;301.10;7514.16;0.00;7514.16
572;366.35;7464.45;0.00;7464.45
573;421.24;7414.73;0.00;7414.73
574;594.57;7361.32;0.00;7361.32
575;451.63;7307.90;0.00;7307.90
576;276.94;7254.49;2776.26;10030.75
577;157.00;7201.07;0.00;7201.07
578;526.28;7282.68;0.00;7282.68
579;157.14;7364.29;0.00;7364.29
580;157.03;7445.89;0.00;7445.89
581;156.89;7527.50;0.00;7527.50
582;490.92;7571.46;0.00;7571.46
583;157.09;7615.43;0.00;7615.43
584;157.09;7659.39;0.00;7659.39
585;156.95;7703.36;0.00;7703.36
586;359.05;7749.75;0.00;7749.75
587;194.05;7796.14;0.00;7796.14
588;157.04;7842.53;0.00;7842.53
589;157.16;7888.92;0.00;7888.92
590;156.96;7941.32;0.00;7941.32
591;506.96;7993.71;0.00;7993.71
592;156.87;8046.10;0.00;8046.10
593;156.96;8098.50;0.00;8098.50
594;156.97;8085.38;0.00;8085.38
595;331.67;8072.27;0.00;8072.27
596;157.01;8059.15;0.00;8059.15
597;307.32;8046.04;0.00;8046.04
598;298.10;8079.80;0.00;8079.80
599;302.70;8113.57;0.00;8113.57
600;503.67;8147.33;0.00;8147.33
601;157.07;8181.10;0.00;8181.10
602;156.95;8180.79;0.00;8180.79
603;1657.29;8180.48;0.00;8180.48
604;526.38;8180.17;0.00;8180.17
605;157.65;8179.86;0.00;8179.86
606;168.48;8225.01;0.00;8225.01
607;168.13;8270.17;0.00;8270.17
608;414.64;8315.32;0.00;8315.32
609;288.32;8360.47;0.00;8360.47
610;277.62;8381.93;0.00;8381.93
611;277.78;8403.39;0.00;8403.39
612;277.62;8424.84;0.00;8424.84
613;631.00;8446.30;0.00;8446.30
614;277.65;8449.44;0.00;8449.44
615;277.68;8452.58;0.00;8452.58
616;450.06;8455.72;0.00;8455.72
617;277.51;8458.85;0.00;8458.85
618;329.44;8441.90;0.00;8441.90
619;157.44;8424.95;0.00;8424.95
620;256.98;8408.00;0.00;8408.00
621;157.44;8391.05;0.00;8391.05
622;350.27;8313.98;0.00;8313.98
623;303.44;8236.91;0.00;8236.91
624;277.61;8159.83;0.00;8159.83
625;277.71;8082.76;0.00;8082.76
626;277.75;8076.02;0.00;8076.02
627;653.51;8069.28;0.00;8069.28
628;521.36;8062.54;0.00;8062.54
629;643.79;8055.80;0.00;8055.80
630;650.31;8146.58;0.00;8146.58
631;829.47;8237.36;0.00;8237.36
632;594.22;8328.14;0.00;8328.14
633;580.61;8418.92;0.00;8418.92
634;580.16;8369.18;0.00;8369.18
635;2792.17;8319.45;0.00;8319.45
636;2950.39;8269.71;0.00;8269.71
637;956.62;8219.98;0.00;8219.98
638;969.58;8253.35;0.00;8253.35
639;947.19;8286.72;0.00;8286.72
640;3459.83;8320.10;0.00;8320.10
641;651.22;8353.47;0.00;8353.47
642;672.02;8378.06;0.00;8378.06
643;947.15;8402.65;0.00;8402.65
644;1360.84;8427.24;0.00;8427.24
645;925.99;8451.82;0.00;8451.82
646;790.19;8404.77;0.00;8404.77
647;818.96;8357.72;0.00;8357.72
648;916.51;8310.67;0.00;8310.67
649;757.38;8263.62;0.00;8263.62
650;731.77;8666.96;0.00;8666.96
651;850.85;9070.30;0.00;9070.30
652;1043.13;9473.64;0.00;9473.64
653;1135.84;9876.98;0.00;9876.98
654;795.53;9902.57;0.00;9902.57
655;785.40;9928.16;0.00;9928.16
656;984.64;9953.74;0.00;9953.74
657;671.81;9979.33;0.00;9979.33
658;487.36;9793.35;0.00;9793.35
659;763.83;9607.38;0.00;9607.38
660;715.92;9421.41;0.00;9421.41
661;990.32;9235.43;0.00;9235.43
662;1036.32;9094.17;0.00;9094.17
663;712.43;8952.91;0.00;8952.91
664;879.21;8811.64;0.00;8811.64
665;278.13;8670.38;22926.10;31596.48
666;462.09;8681.62;0.00;8681.62
667;466.36;8692.85;0.00;8692.85
668;158.14;8704.09;0.00;8704.09
669;278.29;8715.33;0.00;8715.33
670;278.31;8677.45;0.00;8677.45
671;459.69;8639.58;0.00;8639.58
672;158.22;8601.71;0.00;8601.71
673;158.25;8563.83;0.00;8563.83
674;158.24;8524.18;0.00;8524.18
675;434.45;8484.53;0.00;8484.53
676;158.41;8444.88;0.00;8444.88
677;158.27;8405.22;0.00;8405.22
678;158.37;8478.98;0.00;8478.98
679;338.79;8552.73;0.00;8552.73
680;328.57;8626.48;0.00;8626.48
681;158.05;8700.23;0.00;8700.23
682;158.21;8749.37;0.00;8749.37
683;331.67;8798.51;0.00;8798.51
684;333.72;8847.64;0.00;8847.64
685;158.29;8896.78;0.00;8896.78
686;158.26;8936.80;0.00;8936.80
687;158.04;8976.82;0.00;8976.82
688;332.47;9016.85;0.00;9016.85
689;328.00;9056.87;0.00;9056.87
690;158.43;9096.25;0.00;9096.25
691;158.42;9135.63;0.00;9135.63
692;341.12;9175.01;0.00;9175.01
