Index;P_el;Q_Heiz;Q_WW;Q_gesamt
151;529.88;6108.27;0.00;6108.27
152;2252.76;6215.87;0.00;6215.87
153;692.71;6323.48;0.00;6323.48
154;949.33;6727.25;0.00;6727.25
155;416.70;7131.01;3061.33;10192.34
156;3867.77;7534.78;0.00;7534.78
157;4041.68;7938.55;0.00;7938.55
158;3885.17;7930.74;0.00;7930.74
159;711.09;7922.94;0.00;7922.94
160;474.79;7915.13;0.00;7915.13
161;566.43;7907.33;0.00;7907.33
162;300.42;8208.24;0.00;8208.24
163;329.25;8509.16;0.00;8509.16
164;540.24;8810.08;0.00;8810.08
165;329.84;9111.00;0.00;9111.00
166;573.40;9259.37;0.00;9259.37
167;810.74;9407.74;0.00;9407.74
168;584.79;9556.11;0.00;9556.11
169;758.63;9704.48;0.00;9704.48
170;585.78;9856.86;0.00;9856.86
171;557.47;10009.20;0.00;10009.20
172;596.78;10161.60;0.00;10161.60
173;773.60;10314.00;0.00;10314.00
174;596.28;10399.60;0.00;10399.60
175;426.83;10485.30;0.00;10485.30
176;542.00;10571.00;0.00;10571.00
177;3043.96;10656.60;0.00;10656.60
178;1212.21;10698.70;0.00;10698.70
179;1484.38;10740.70;0.00;10740.70
180;2964.25;10782.80;0.00;10782.80
181;1388.42;10824.90;0.00;10824.90
182;1221.86;10743.80;0.00;10743.80
183;4157.72;10662.80;0.00;10662.80
184;4203.19;10581.80;0.00;10581.80
185;6346.92;10500.80;0.00;10500.80
186;1523.15;10612.60;0.00;10612.60
187;437.51;10724.40;19330.80;30055.20
188;362.02;10836.20;0.00;10836.20
189;476.36;10948.00;0.00;10948.00
190;471.00;11027.70;0.00;11027.70
191;653.99;11107.30;0.00;11107.30
192;486.31;11186.90;0.00;11186.90
193;332.09;11266.50;0.00;11266.50
194;332.21;11349.30;0.00;11349.30
195;402.68;11432.00;0.00;11432.00
196;212.22;11514.70;0.00;11514.70
197;212.49;11597.40;0.00;11597.40
198;212.61;11645.60;0.00;11645.60
199;212.44;11693.70;0.00;11693.70
200;389.87;11741.90;0.00;11741.90
201;212.44;11790.00;0.00;11790.00
202;212.56;11875.20;0.00;11875.20
203;212.61;11960.40;0.00;11960.40
204;212.56;12045.60;0.00;12045.60
205;388.09;12130.80;0.00;12130.80
206;333.02;12197.00;0.00;12197.00
207;333.02;12263.10;0.00;12263.10
208;333.14;12329.20;0.00;12329.20
209;523.64;12395.30;0.00;12395.30
210;333.10;12457.60;0.00;12457.60
211;333.08;12519.80;0.00;12519.80
212;333.12;12582.10;0.00;12582.10
213;543.66;12644.30;0.00;12644.30
214;333.56;12626.20;0.00;12626.20
215;333.43;12608.10;0.00;12608.10
216;333.35;12590.00;0.00;12590.00
217;333.22;12571.90;0.00;12571.90
218;508.18;12577.60;0.00;12577.60
219;333.27;12583.20;0.00;12583.20
220;333.33;12588.90;0.00;12588.90
221;333.48;12594.50;0.00;12594.50
222;543.72;12445.10;0.00;12445.10
223;344.00;12295.70;0.00;12295.70
224;344.28;12146.30;0.00;12146.30
225;413.56;11996.80;0.00;11996.80
226;1868.29;11837.50;0.00;11837.50
227;544.14;11678.10;0.00;11678.10
228;406.60;11518.70;0.00;11518.70
229;2238.93;11359.30;0.00;11359.30
230;2860.83;11046.60;0.00;11046.60
231;989.08;10734.00;0.00;10734.00
232;654.01;10421.30;0.00;10421.30
233;312.18;10108.60;0.00;10108.60
234;443.69;10017.10;0.00;10017.10
235;211.73;9925.47;0.00;9925.47
236;466.99;9833.89;0.00;9833.89
237;439.80;9742.30;0.00;9742.30
238;1063.64;9726.70;0.00;9726.70
239;594.10;9711.10;0.00;9711.10
240;828.50;9695.50;0.00;9695.50
241;422.30;9679.90;0.00;9679.90
242;4014.44;9510.10;0.00;9510.10
243;4198.22;9340.29;0.00;9340.29
244;699.66;9170.48;0.00;9170.48
245;617.42;9000.68;0.00;9000.68
246;1102.56;9022.60;0.00;9022.60
247;1768.94;9044.52;0.00;9044.52
248;2612.13;9066.44;0.00;9066.44
249;438.48;9088.36;0.00;9088.36
250;242.08;9294.96;0.00;9294.96
251;210.92;9501.55;0.00;9501.55
252;210.87;9708.15;0.00;9708.15
253;421.02;9914.75;0.00;9914.75
254;1450.19;10135.20;0.00;10135.20
255;1361.42;10355.60;0.00;10355.60
256;471.36;10576.00;0.00;10576.00
257;264.40;10796.40;0.00;10796.40
258;463.03;11203.30;0.00;11203.30
259;315.65;11610.10;0.00;11610.10
260;341.40;12017.00;0.00;12017.00
261;367.95;12423.90;0.00;12423.90
262;570.35;12512.60;0.00;12512.60
263;424.27;12601.30;0.00;12601.30
264;746.21;12690.10;0.00;12690.10
265;733.24;12778.80;0.00;12778.80
266;940.11;12802.60;0.00;12802.60
267;992.57;12826.40;0.00;12826.40
268;932.48;12850.30;0.00;12850.30
269;825.60;12874.10;0.00;12874.10
270;963.32;12942.40;0.00;12942.40
271;1289.94;13010.60;0.00;13010.60
272;1104.09;13078.90;0.00;13078.90
273;889.64;13147.20;0.00;13147.20
274;897.57;13092.10;3447.58;16539.68
275;1090.90;13036.90;0.00;13036.90
276;2288.29;12981.80;0.00;12981.80
277;1978.10;12926.70;0.00;12926.70
278;866.03;12980.80;0.00;12980.80
279;819.15;13034.90;0.00;13034.90
280;1127.11;13089.00;0.00;13089.00
281;4282.64;13143.10;0.00;13143.10
282;4285.51;13220.10;0.00;13220.10
283;3369.09;13297.10;0.00;13297.10
284;1052.56;13374.10;0.00;13374.10
285;665.56;13451.10;0.00;13451.10
286;619.32;13437.60;0.00;13437.60
287;628.63;13424.20;0.00;13424.20
288;639.69;13410.80;3954.21;17365.01
289;800.39;13397.30;0.00;13397.30
290;482.42;13398.60;0.00;13398.60
291;497.16;13399.80;0.00;13399.80
292;462.05;13401.00;0.00;13401.00
293;489.77;13402.30;0.00;13402.30
294;521.65;13523.30;0.00;13523.30
295;335.49;13644.40;0.00;13644.40
296;335.54;13765.40;0.00;13765.40
297;335.60;13886.50;0.00;13886.50
298;526.90;13983.20;0.00;13983.20
299;335.76;14079.90;0.00;14079.90
300;335.71;14176.70;0.00;14176.70
301;335.94;14273.40;0.00;14273.40
302;427.82;14341.90;0.00;14341.90
303;215.94;14410.40;0.00;14410.40
304;216.06;14479.00;0.00;14479.00
305;216.06;14547.50;0.00;14547.50
306;215.94;14607.60;0.00;14607.60
307;390.93;14667.70;0.00;14667.70
308;215.96;14727.80;0.00;14727.80
309;216.31;14787.90;0.00;14787.90
310;216.44;14821.70;0.00;14821.70
311;417.72;14855.40;0.00;14855.40
312;216.23;14889.20;0.00;14889.20
313;216.28;14922.90;0.00;14922.90
314;216.40;14978.50;0.00;14978.50
315;231.29;15034.20;0.00;15034.20
316;536.31;15089.80;0.00;15089.80
317;356.17;15145.50;0.00;15145.50
318;216.45;15096.20;0.00;15096.20
319;216.45;15046.90;0.00;15046.90
320;388.91;14997.70;0.00;14997.70
321;216.68;14948.40;0.00;14948.40
322;216.39;14897.30;0.00;14897.30
323;531.13;14846.10;0.00;14846.10
324;336.73;14795.00;2968.69;17763.69
325;336.11;14743.90;0.00;14743.90
326;216.23;14397.80;0.00;14397.80
327;409.97;14051.80;0.00;14051.80
328;462.75;13705.80;0.00;13705.80
329;494.00;13359.70;0.00;13359.70
330;491.87;13120.70;0.00;13120.70
331;706.25;12881.70;4218.01;17099.71
332;838.26;12642.60;0.00;12642.60
333;671.59;12403.60;0.00;12403.60
334;571.12;12056.10;0.00;12056.10
335;786.89;11708.70;0.00;11708.70
336;354.28;11361.20;0.00;11361.20
337;222.04;11013.70;0.00;11013.70
338;1080.01;10786.80;0.00;10786.80
339;585.26;10559.90;0.00;10559.90
340;2209.17;10333.00;0.00;10333.00
341;288.45;10106.10;0.00;10106.10
342;2602.84;9986.99;0.00;9986.99
343;745.63;9867.84;0.00;9867.84
344;610.57;9748.70;0.00;9748.70
345;593.58;9629.55;0.00;9629.55
346;597.16;9893.21;0.00;9893.21
347;758.13;10156.90;0.00;10156.90
348;730.35;10420.50;0.00;10420.50
349;696.04;10684.20;0.00;10684.20
350;720.60;10764.10;0.00;10764.10
351;774.84;10844.10;0.00;10844.10
352;821.84;10924.00;0.00;10924.00
353;970.56;11004.00;0.00;11004.00
354;875.05;10909.60;0.00;10909.60
355;1054.85;10815.20;0.00;10815.20
356;717.84;10720.90;0.00;10720.90
357;816.41;10626.50;0.00;10626.50
358;680.49;10808.30;0.00;10808.30
359;696.48;10990.00;0.00;10990.00
360;884.06;11171.80;0.00;11171.80
361;555.18;11353.60;0.00;11353.60
362;553.45;11541.70;0.00;11541.70
363;566.01;11729.80;0.00;11729.80
364;760.81;11918.00;0.00;11918.00
365;544.00;12106.10;0.00;12106.10
366;553.66;12143.20;0.00;12143.20
367;546.72;12180.30;0.00;12180.30
368;895.06;12217.40;0.00;12217.40
369;2922.59;12254.40;0.00;12254.40
370;988.59;12358.80;0.00;12358.80
371;972.16;12463.20;0.00;12463.20
372;4383.24;12567.60;0.00;12567.60
373;4556.53;12672.00;0.00;12672.00
374;4385.85;12640.10;0.00;12640.10
375;908.34;12608.30;0.00;12608.30
376;755.83;12576.40;0.00;12576.40
377;595.22;12544.60;0.00;12544.60
378;597.07;12695.50;0.00;12695.50
379;419.72;12846.50;0.00;12846.50
380;420.45;12997.40;0.00;12997.40
381;334.76;13148.40;0.00;13148.40
382;334.85;13269.60;0.00;13269.60
383;509.97;13390.90;0.00;13390.90
384;334.71;13512.20;0.00;13512.20
385;335.25;13633.50;0.00;13633.50
386;335.37;13663.10;0.00;13663.10
387;527.21;13692.70;0.00;13692.70
388;217.39;13722.40;0.00;13722.40
389;214.77;13752.00;0.00;13752.00
390;214.89;13795.20;0.00;13795.20
391;427.82;13838.50;0.00;13838.50
392;214.77;13881.70;0.00;13881.70
393;214.96;13925.00;0.00;13925.00
394;215.07;13964.70;0.00;13964.70
395;215.12;14004.40;0.00;14004.40
396;390.26;14044.10;0.00;14044.10
397;215.19;14083.80;0.00;14083.80
398;215.19;14109.30;0.00;14109.30
399;215.19;14134.80;0.00;14134.80
400;418.80;14160.40;0.00;14160.40
401;215.25;14185.90;0.00;14185.90
402;215.13;14237.10;0.00;14237.10
403;215.12;14288.30;0.00;14288.30
404;219.49;14339.60;0.00;14339.60
405;387.15;14390.80;0.00;14390.80
406;215.93;14420.30;0.00;14420.30
407;215.80;14449.80;0.00;14449.80
408;215.71;14479.30;0.00;14479.30
409;387.79;14508.90;0.00;14508.90
410;215.66;14531.00;0.00;14531.00
411;215.59;14553.10;0.00;14553.10
412;400.46;14575.20;0.00;14575.20
413;216.08;14597.30;0.00;14597.30
414;215.94;14605.60;0.00;14605.60
415;215.94;14613.80;0.00;14613.80
416;374.28;14622.10;0.00;14622.10
417;215.84;14630.40;0.00;14630.40
418;335.55;14457.20;1188.66;15645.86
419;595.12;14283.90;0.00;14283.90
420;440.54;14110.70;0.00;14110.70
421;622.95;13937.40;0.00;13937.40
422;433.69;13699.30;0.00;13699.30
423;436.97;13461.30;0.00;13461.30
424;706.39;13223.20;0.00;13223.20
425;2490.30;12985.20;0.00;12985.20
426;904.02;12473.20;0.00;12473.20
427;541.27;11961.30;0.00;11961.30
428;2018.63;11449.30;0.00;11449.30
429;1662.07;10937.40;0.00;10937.40
430;1821.17;10530.30;0.00;10530.30
431;1979.03;10123.20;0.00;10123.20
432;555.23;9716.06;0.00;9716.06
433;575.36;9308.95;0.00;9308.95
434;618.38;9202.42;0.00;9202.42
435;588.30;9095.88;0.00;9095.88
436;2501.50;8989.35;0.00;8989.35
437;550.71;8882.82;0.00;8882.82
438;441.87;8834.78;0.00;8834.78
439;1678.49;8786.75;0.00;8786.75
440;2052.45;8738.71;0.00;8738.71
441;948.40;8690.68;0.00;8690.68
442;820.19;8855.52;0.00;8855.52
443;221.59;9020.36;0.00;9020.36
444;413.21;9185.20;0.00;9185.20
445;210.63;9350.03;0.00;9350.03
446;467.60;9605.87;0.00;9605.87
447;2149.03;9861.70;0.00;9861.70
448;554.83;10117.50;0.00;10117.50
449;852.21;10373.40;0.00;10373.40
450;3660.24;10750.60;0.00;10750.60
451;3921.64;11127.90;0.00;11127.90
452;3999.11;11505.10;0.00;11505.10
453;778.36;11882.40;0.00;11882.40
454;567.52;11813.60;0.00;11813.60
455;333.51;11744.90;0.00;11744.90
456;332.29;11676.20;0.00;11676.20
457;343.04;11607.40;0.00;11607.40
458;2510.66;11636.80;0.00;11636.80
459;1582.29;11666.20;0.00;11666.20
460;1749.55;11695.60;0.00;11695.60
461;2516.13;11724.90;0.00;11724.90
462;870.16;11982.10;0.00;11982.10
463;676.97;12239.20;0.00;12239.20
464;485.43;12496.40;0.00;12496.40
465;4332.38;12753.50;0.00;12753.50
466;4275.42;12523.10;0.00;12523.10
467;4295.32;12292.70;0.00;12292.70
468;680.40;12062.30;0.00;12062.30
469;899.46;11831.90;0.00;11831.90
470;859.87;11889.70;0.00;11889.70
471;864.07;11947.50;0.00;11947.50
472;906.99;12005.20;0.00;12005.20
473;723.45;12063.00;0.00;12063.00
474;482.18;11856.30;0.00;11856.30
475;353.36;11649.50;0.00;11649.50
476;553.31;11442.70;0.00;11442.70
477;2084.47;11236.00;0.00;11236.00
478;544.71;11332.00;0.00;11332.00
479;212.61;11428.10;0.00;11428.10
480;546.56;11524.10;0.00;11524.10
481;332.76;11620.10;0.00;11620.10
482;332.88;11599.00;0.00;11599.00
483;212.84;11577.80;0.00;11577.80
484;212.89;11556.70;0.00;11556.70
485;386.86;11535.50;0.00;11535.50
486;211.73;11494.90;0.00;11494.90
487;211.56;11454.20;0.00;11454.20
488;211.61;11413.60;0.00;11413.60
489;416.17;11373.00;0.00;11373.00
490;210.83;11334.10;0.00;11334.10
491;210.88;11295.30;0.00;11295.30
492;210.83;11256.50;0.00;11256.50
493;214.73;11217.70;0.00;11217.70
494;381.51;11147.50;0.00;11147.50
495;210.39;11077.30;0.00;11077.30
496;210.51;11007.20;0.00;11007.20
497;209.87;10937.00;0.00;10937.00
498;381.90;10796.50;0.00;10796.50
499;209.73;10655.90;0.00;10655.90
500;209.77;10515.40;0.00;10515.40
501;395.12;10374.90;0.00;10374.90
502;209.39;10332.40;0.00;10332.40
503;209.26;10290.00;0.00;10290.00
504;209.17;10247.50;0.00;10247.50
505;331.35;10205.10;23796.50;34001.60
506;329.13;10170.90;0.00;10170.90
507;414.07;10136.80;0.00;10136.80
508;414.13;10102.60;0.00;10102.60
509;413.51;10068.50;0.00;10068.50
510;588.91;10027.80;0.00;10027.80
511;328.38;9987.11;0.00;9987.11
512;328.53;9946.43;0.00;9946.43
513;538.57;9905.76;0.00;9905.76
514;327.71;9837.15;0.00;9837.15
515;327.96;9768.53;0.00;9768.53
516;330.99;9699.91;0.00;9699.91
517;444.32;9631.30;0.00;9631.30
518;327.83;9522.85;0.00;9522.85
519;327.58;9414.40;0.00;9414.40
520;461.74;9305.95;0.00;9305.95
521;373.89;9197.50;0.00;9197.50
522;326.97;9105.28;0.00;9105.28
523;326.82;9013.06;0.00;9013.06
524;326.90;8920.85;0.00;8920.85
525;499.16;8828.63;0.00;8828.63
526;326.45;8613.84;0.00;8613.84
527;326.45;8399.04;0.00;8399.04
528;326.64;8184.25;0.00;8184.25
529;759.08;7969.45;0.00;7969.45
530;555.59;8163.36;0.00;8163.36
531;640.80;8357.26;0.00;8357.26
532;769.99;8551.16;0.00;8551.16
533;980.42;8745.06;0.00;8745.06
534;623.89;8707.30;0.00;8707.30
535;623.91;8669.54;0.00;8669.54
536;628.40;8631.78;0.00;8631.78
537;627.09;8594.02;0.00;8594.02
538;1087.67;8653.43;0.00;8653.43
539;639.23;8712.84;0.00;8712.84
540;883.97;8772.26;0.00;8772.26
541;2513.73;8831.67;0.00;8831.67
542;2555.90;8761.35;0.00;8761.35
543;819.06;8691.03;0.00;8691.03
544;884.44;8620.71;0.00;8620.71
545;740.88;8550.39;0.00;8550.39
546;753.33;8722.30;0.00;8722.30
547;893.97;8894.21;0.00;8894.21
548;876.33;9066.11;0.00;9066.11
549;765.64;9238.02;0.00;9238.02
550;606.15;9145.78;0.00;9145.78
551;520.13;9053.54;0.00;9053.54
552;326.41;8961.30;0.00;8961.30
553;411.49;8869.06;0.00;8869.06
554;411.51;8643.64;0.00;8643.64
555;411.53;8418.22;0.00;8418.22
556;1629.68;8192.81;0.00;8192.81
557;2045.71;7967.39;0.00;7967.39
558;2618.80;8150.32;0.00;8150.32
559;459.83;8333.25;0.00;8333.25
560;454.78;8516.17;0.00;8516.17
561;1015.46;8699.10;0.00;8699.10
562;805.67;8727.48;0.00;8727.48
563;813.14;8755.85;0.00;8755.85
564;629.27;8784.23;0.00;8784.23
565;1091.81;8812.61;0.00;8812.61
566;1010.18;8512.85;0.00;8512.85
567;1010.23;8213.10;0.00;8213.10
568;555.15;7913.34;0.00;7913.34
569;653.62;7613.59;0.00;7613.59
570;580.60;7563.87;0.00;7563.87
571;410.93;7514.16;0.00;7514.16
572;676.84;7464.45;0.00;7464.45
573;780.37;7414.73;0.00;7414.73
574;975.50;7361.32;0.00;7361.32
575;691.88;7307.90;0.00;7307.90
576;572.23;7254.49;0.00;7254.49
577;574.65;7201.07;0.00;7201.07
578;634.70;7282.68;0.00;7282.68
579;205.76;7364.29;0.00;7364.29
580;205.81;7445.89;0.00;7445.89
581;205.68;7527.50;0.00;7527.50
582;209.80;7571.46;0.00;7571.46
583;376.63;7615.43;0.00;7615.43
584;205.68;7659.39;0.00;7659.39
585;205.56;7703.36;0.00;7703.36
586;205.68;7749.75;0.00;7749.75
587;377.81;7796.14;0.00;7796.14
588;205.68;7842.53;0.00;7842.53
589;205.87;7888.92;0.00;7888.92
590;392.91;7941.32;0.00;7941.32
591;205.87;7993.71;0.00;7993.71
592;205.98;8046.10;0.00;8046.10
593;205.87;8098.50;0.00;8098.50
594;292.55;8085.38;0.00;8085.38
595;226.89;8072.27;0.00;8072.27
596;205.77;8059.15;0.00;8059.15
597;205.95;8046.04;0.00;8046.04
598;206.08;8079.80;0.00;8079.80
599;381.48;8113.57;0.00;8113.57
600;325.87;8147.33;0.00;8147.33
601;326.14;8181.10;0.00;8181.10
602;633.30;8180.79;0.00;8180.79
603;421.84;8180.48;0.00;8180.48
604;422.04;8180.17;0.00;8180.17
605;424.76;8179.86;0.00;8179.86
606;471.48;8225.01;0.00;8225.01
607;326.32;8270.17;0.00;8270.17
608;326.47;8315.32;0.00;8315.32
609;425.35;8360.47;0.00;8360.47
610;2391.18;8381.93;0.00;8381.93
611;620.26;8403.39;0.00;8403.39
612;514.73;8424.84;0.00;8424.84
613;206.68;8446.30;0.00;8446.30
614;3845.59;8449.44;0.00;8449.44
615;3654.64;8452.58;0.00;8452.58
616;3798.80;8455.72;0.00;8455.72
617;595.67;8458.85;0.00;8458.85
618;539.02;8441.90;0.00;8441.90
619;361.83;8424.95;0.00;8424.95
620;337.56;8408.00;0.00;8408.00
621;326.68;8391.05;0.00;8391.05
622;534.23;8313.98;0.00;8313.98
623;326.81;8236.91;0.00;8236.91
624;327.00;8159.83;0.00;8159.83
625;326.87;8082.76;0.00;8082.76
626;327.13;8076.02;0.00;8076.02
627;501.45;8069.28;0.00;8069.28
628;326.77;8062.54;0.00;8062.54
629;2420.43;8055.80;0.00;8055.80
630;411.78;8146.58;0.00;8146.58
631;629.29;8237.36;0.00;8237.36
632;422.57;8328.14;0.00;8328.14
633;419.04;8418.92;0.00;8418.92
634;581.89;8369.18;0.00;8369.18
635;581.76;8319.45;0.00;8319.45
636;754.44;8269.71;0.00;8269.71
637;411.93;8219.98;0.00;8219.98
638;822.78;8253.35;0.00;8253.35
639;581.69;8286.72;0.00;8286.72
640;1003.24;8320.10;0.00;8320.10
641;397.78;8353.47;0.00;8353.47
642;550.32;8378.06;0.00;8378.06
643;4003.74;8402.65;0.00;8402.65
644;3872.98;8427.24;0.00;8427.24
645;986.75;8451.82;0.00;8451.82
646;593.57;8404.77;0.00;8404.77
647;442.12;8357.72;0.00;8357.72
648;1270.39;8310.67;0.00;8310.67
649;642.17;8263.62;0.00;8263.62
650;587.40;8666.96;0.00;8666.96
651;412.15;9070.30;20097.60;29167.90
652;671.46;9473.64;0.00;9473.64
653;783.64;9876.98;0.00;9876.98
654;993.76;9902.57;0.00;9902.57
655;932.57;9928.16;0.00;9928.16
656;721.01;9953.74;0.00;9953.74
657;886.27;9979.33;0.00;9979.33
658;1128.79;9793.35;0.00;9793.35
659;963.47;9607.38;0.00;9607.38
660;849.66;9421.41;0.00;9421.41
661;878.12;9235.43;0.00;9235.43
662;1094.63;9094.17;0.00;9094.17
663;1123.58;8952.91;0.00;8952.91
664;1088.14;8811.64;0.00;8811.64
665;1172.98;8670.38;0.00;8670.38
666;1186.68;8681.62;21437.40;30119.02
667;1399.63;8692.85;0.00;8692.85
668;986.36;8704.09;0.00;8704.09
669;925.56;8715.33;1860.89;10576.22
670;827.53;8677.45;0.00;8677.45
671;835.22;8639.58;0.00;8639.58
672;730.15;8601.71;0.00;8601.71
673;425.30;8563.83;0.00;8563.83
674;416.80;8524.18;0.00;8524.18
675;438.25;8484.53;0.00;8484.53
676;591.10;8444.88;0.00;8444.88
677;418.65;8405.22;0.00;8405.22
678;436.94;8478.98;0.00;8478.98
679;606.68;8552.73;0.00;8552.73
680;418.24;8626.48;0.00;8626.48
681;437.54;8700.23;0.00;8700.23
682;418.33;8749.37;0.00;8749.37
683;469.77;8798.51;0.00;8798.51
684;488.76;8847.64;0.00;8847.64
685;418.36;8896.78;0.00;8896.78
686;415.40;8936.80;0.00;8936.80
687;439.18;8976.82;0.00;8976.82
688;595.02;9016.85;0.00;9016.85
689;415.23;9056.87;0.00;9056.87
690;438.66;9096.25;0.00;9096.25
